"StationId","StationName","CountyName","TownName","StationLatitude","StationLongitude","StationAltitude","DateTime","Past1hr","Past10Min","Past3hr","Past6hr","Past12hr","Past24hr","NOW","Past2days","Past3days"
"C0I410","名間","南投縣","名間鄉","23.837053","120.70145","180.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0G730","二林","彰化縣","二林鎮","23.903318","120.37607","27.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X210","白河","臺南市","白河區","23.347467","120.41443","38.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M720","番路","嘉義縣","番路鄉","23.464643","120.554146","225.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X250","新營","臺南市","新營區","23.310694","120.31668","33.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X280","將軍","臺南市","將軍區","23.214972","120.13576","22.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K430","褒忠","雲林縣","褒忠鄉","23.690928","120.30362","30.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M660","溪口","嘉義縣","溪口鄉","23.604118","120.40356","40.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K440","二崙","雲林縣","二崙鄉","23.772797","120.40894","35.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M700","竹崎","嘉義縣","竹崎鄉","23.526167","120.5555","150.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"C0M640","中埔","嘉義縣","中埔鄉","23.42538","120.5229","155.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"C0X230","鹽水","臺南市","鹽水區","23.272602","120.24762","29.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X220","學甲","臺南市","學甲區","23.230347","120.18217","26.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X260","後壁","臺南市","後壁區","23.366343","120.362305","39.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K420","西螺","雲林縣","西螺鎮","23.8004","120.467384","42.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K390","土庫","雲林縣","土庫鎮","23.67902","120.39556","31.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M670","大林","嘉義縣","大林鎮","23.600607","120.4584","43.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M710","東石","嘉義縣","東石鄉","23.458912","120.15383","15.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M690","水上","嘉義縣","水上鄉","23.41972","120.38889","33.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M730","嘉義市東區","嘉義市","東區","23.457657","120.46052","40.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X240","關子嶺","臺南市","白河區","23.33117","120.508026","394.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0G720","溪州","彰化縣","溪州鄉","23.851597","120.499084","50.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K460","斗南","雲林縣","斗南鎮","23.678724","120.47835","60.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K400","斗六","雲林縣","斗六市","23.720575","120.541115","65.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K410","北港","雲林縣","北港鎮","23.574057","120.29179","20.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M680","太保","嘉義縣","太保市","23.455048","120.331436","37.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K470","林內","雲林縣","林內鄉","23.748674","120.60964","97.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0G740","大城","彰化縣","大城鄉","23.852482","120.32092","24.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K590","雲林東勢","雲林縣","東勢鄉","23.674194","120.25572","18.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M760","民雄","嘉義縣","民雄鄉","23.551743","120.428444","40.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K450","大埤","雲林縣","大埤鄉","23.646065","120.431526","35.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K480","莿桐","雲林縣","莿桐鄉","23.761192","120.50237","56.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0G940","竹塘","彰化縣","竹塘鄉","23.848253","120.386765","21.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K530","臺西","雲林縣","臺西鄉","23.701544","120.19755","12.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K510","水林","雲林縣","水林鄉","23.57291","120.24596","10.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K500","元長","雲林縣","元長鄉","23.649797","120.31501","12.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M750","布袋","嘉義縣","布袋鎮","23.380863","120.16778","10.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M780","鹿草","嘉義縣","鹿草鄉","23.411322","120.308334","30.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M740","六腳","嘉義縣","六腳鄉","23.492865","120.29061","15.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M790","新港","嘉義縣","新港鄉","23.55326","120.34572","15.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M770","梅山","嘉義縣","梅山鄉","23.585386","120.55558","164.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K250","崙背","雲林縣","崙背鄉","23.75555","120.318924","12.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0H890","埔里","南投縣","埔里鎮","23.97217","120.95242","440.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0I080","信義","南投縣","信義鄉","23.689693","120.851036","536.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0V810","左營","高雄市","左營區","22.674911","120.28491","32.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0I460","南投","南投縣","南投市","23.911469","120.68733","110.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1I450","望鄉山","南投縣","信義鄉","23.594152","120.94428","3025.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1I510","線浸林道","南投縣","鹿谷鄉","23.761509","120.832954","1208.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1I500","大尖山","南投縣","仁愛鄉","23.858572","120.99489","2017.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1K540","口湖","雲林縣","口湖鄉","23.585344","120.18052","15.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K550","蔦松","雲林縣","水林鄉","23.514318","120.22974","15.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M800","茶山","嘉義縣","阿里山鄉","23.299074","120.664764","440.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M810","里佳","嘉義縣","阿里山鄉","23.389126","120.716644","1354.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0M820","達邦","嘉義縣","阿里山鄉","23.453995","120.74952","980.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0X300","鹿寮","臺南市","白河區","23.386047","120.47733","70.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K560","棋山","雲林縣","古坑鄉","23.68645","120.60342","117.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1I470","杉林溪","南投縣","竹山鎮","23.639517","120.786446","1680.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0I480","梅峰","南投縣","仁愛鄉","24.085272","121.17357","2165.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0I490","萬大林道","南投縣","仁愛鄉","23.928228","121.09141","1601.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0S890","關山","臺東縣","關山鎮","23.0395","121.17502","238.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0AH30","五分山","新北市","瑞芳區","25.07125","121.78079","755.0","2024-11-11 16:40:00","1","0","6.5","19","37","54","50.5","88.5","153.5"
"01D100","太閣南","新竹縣","五峰鄉","24.625286","121.14805","940.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","1","1"
"01D190","鳥嘴山","新竹縣","尖石鄉","24.719164","121.28372","770.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"01T240","苗圃","花蓮縣","卓溪鄉","23.417015","121.27937","940.0","2024-11-11 16:40:00","0","0","0","0","0","1","0","1","1"
"O1T840","花蓮","花蓮縣","花蓮市","23.972935","121.60599","18.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0R620","墾雷","屏東縣","恆春鎮","21.900837","120.85527","34.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0F9Y0","桃山","臺中市","和平區","24.43274","121.30381","3313.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0F9Z0","雪山東峰","臺中市","和平區","24.388792","121.26868","3193.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"C0M860","新美","嘉義縣","阿里山鄉","23.338017","120.683334","578.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0W110","東莒","連江縣","莒光鄉","25.965197","119.98068","16.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0W120","西嶼","澎湖縣","西嶼鄉","23.5626","119.46844","58.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0W130","花嶼","澎湖縣","望安鄉","23.400068","119.32276","18.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0AH40","平等","臺北市","士林區","25.129143","121.57709","426.0","2024-11-11 16:40:00","0","0","0","0","4.5","7","7","7.5","10.5"
"81E870","白布帆","苗栗縣","卓蘭鎮","24.298227","120.9059","496.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81I520","九份二山","南投縣","國姓鄉","23.949896","120.85439","527.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81I530","神木","南投縣","信義鄉","23.528204","120.85669","1179.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81I540","上安","南投縣","水里鄉","23.72541","120.87668","459.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81I550","郡坑","南投縣","水里鄉","23.73986","120.870125","421.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81I560","豐丘","南投縣","信義鄉","23.667997","120.87696","613.0","2024-11-11 16:40:00","0","0","0","0","0","0.5","0","0.5","0.5"
"81AI30","大粗坑","新北市","瑞芳區","25.091251","121.83893","84.0","2024-11-11 16:40:00","3.5","0","3.5","3.5","7","10","10","35","88.5"
"81T9J0","鳳義坑","花蓮縣","鳳林鎮","23.740881","121.42608","304.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","35","-99"
"81S930","射馬干","臺東縣","卑南鄉","22.725061","121.03782","55.0","2024-11-11 16:40:00","0.5","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"81M020","豐山","嘉義縣","阿里山鄉","23.590385","120.7448","828.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81K580","坪頂","雲林縣","林內鄉","23.75386","120.639015","305.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81E880","火炎山","苗栗縣","三義鄉","24.356087","120.72932","210.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81AH50","萬里國小","新北市","萬里區","25.175833","121.689445","10.0","2024-11-11 16:40:00","0","0","0","0","1","2","2","2.5","18"
"81AH60","長坑國小","新北市","八里區","25.126667","121.39056","34.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81AH70","柑林國小","新北市","雙溪區","25.015833","121.80444","93.0","2024-11-11 16:40:00","0","0","0","0","6.5","18.5","17.5","31","71.5"
"81AH80","五城加油站","新北市","新店區","24.939857","121.470985","73.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81AH90","信賢派出所","新北市","烏來區","24.838333","121.52611","253.0","2024-11-11 16:40:00","0","0","0","0","1","1","1","2.5","6.5"
"81AI00","五寮國小","新北市","三峽區","24.858889","121.36","172.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81AI10","建安國小","新北市","三峽區","24.925692","121.446625","91.0","2024-11-11 16:40:00","0","0","0","0","3","5.5","5","17.5","23.5"
"81AI20","有木國小","新北市","三峽區","24.853611","121.4375","249.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81C700","大艽芎古道","桃園市","大溪區","24.825","121.28861","267.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81C710","高坡國小","桃園市","復興區","24.767971","121.35156","478.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81D630","尖石國小","新竹縣","尖石鄉","24.728727","121.226524","372.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81D640","錦屏國小","新竹縣","尖石鄉","24.680365","121.246765","608.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81D650","內灣國小","新竹縣","橫山鄉","24.705412","121.18314","268.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81D660","花園派出所","新竹縣","五峰鄉","24.646103","121.15111","489.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","1","1"
"81E710","開礦國小","苗栗縣","公館鄉","24.461666","120.86389","207.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81E720","慈惠堂","苗栗縣","銅鑼鄉","24.4475","120.790276","482.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","1","1"
"81F880","中坑國小","臺中市","和平區","24.23639","120.88","482.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81F890","坪廓分校","臺中市","太平區","24.156668","120.75667","226.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81F900","峰谷國小","臺中市","霧峰區","24.035278","120.72444","143.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81F910","達觀國小","臺中市","和平區","24.33361","120.92028","572.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H900","大觀發電廠","南投縣","水里鄉","23.85453","120.8695","440.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H910","平林國小","南投縣","草屯鎮","23.992779","120.7625","198.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H920","德化國小","南投縣","魚池鄉","23.84869","120.93533","804.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H930","玉峰國小","南投縣","水里鄉","23.80559","120.837616","284.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H940","人和國小","南投縣","水里鄉","23.77896","120.89669","460.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H950","福龜國小","南投縣","國姓鄉","24.011505","120.82242","254.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H960","北港國小","南投縣","國姓鄉","24.056662","120.91132","363.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H970","永興國小","南投縣","水里鄉","23.784838","120.86372","304.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H980","車籠埔","南投縣","竹山鎮","23.793612","120.71083","150.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81H990","羅娜國小","南投縣","信義鄉","23.628332","120.87056","948.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81M680","太和村","嘉義縣","梅山鄉","23.535557","120.708885","1181.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81M690","沄水國小","嘉義縣","中埔鄉","23.381472","120.5306","179.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81V830","那瑪夏國中","高雄市","那瑪夏區","23.240423","120.69672","567.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81R660","內獅國小","屏東縣","獅子鄉","22.305","120.64472","22.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81U890","大里國小","宜蘭縣","頭城鎮","24.970278","121.92611","24.0","2024-11-11 16:40:00","0","0","0","0.5","5","10.5","10.5","16.5","47.5"
"81U900","大溪國小","宜蘭縣","頭城鎮","24.935556","121.88695","12.0","2024-11-11 16:40:00","0","0","0","0","1","1","1","1","7"
"81U910","永樂國小","宜蘭縣","蘇澳鎮","24.575832","121.84417","45.0","2024-11-11 16:40:00","0","0","0","0","1","7.5","6","37.5","87"
"81T850","溪口國小","花蓮縣","壽豐鄉","23.819721","121.473335","116.0","2024-11-11 16:40:00","0","0","0","0","0.5","1","1","1","1"
"81T860","山興分校","花蓮縣","鳳林鎮","23.727777","121.4975","98.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81T870","東興部落","花蓮縣","豐濱鄉","23.635204","121.53089","26.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81T880","石梯坪","花蓮縣","豐濱鄉","23.483055","121.51139","13.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81T890","瑞北國小","花蓮縣","瑞穗鄉","23.525557","121.376114","103.0","2024-11-11 16:40:00","0","0","0","0","0.5","1","1","1","1"
"81T900","卓溪國小","花蓮縣","卓溪鄉","23.345833","121.30333","179.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81T910","東里國中","花蓮縣","富里鄉","23.263332","121.303055","173.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"81S920","金峰鄉公所","臺東縣","金峰鄉","22.598646","120.960945","135.0","2024-11-11 16:40:00","0.5","0.5","0.5","0.5","0.5","1.5","0.5","2.5","2.5"
"81C780","奎輝國小","桃園市","復興區","24.7975","121.33444","357.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0W140","金沙","金門縣","金沙鎮","24.488293","118.408775","21.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0W150","金寧","金門縣","金寧鄉","24.457703","118.32899","42.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0AH70","松山","臺北市","松山區","25.048712","121.55043","34.0","2024-11-11 16:40:00","1","0","1.5","1.5","1.5","2","2","2","4"
"C0U720","南山","宜蘭縣","大同鄉","24.43742","121.38167","1260.0","2024-11-11 16:40:00","0","0","0","0","0","3.5","3","3.5","5"
"C0U870","大礁溪","宜蘭縣","礁溪鄉","24.791042","121.67505","474.0","2024-11-11 16:40:00","0","0","0","0","1.5","5.5","4","22.5","27.5"
"C1Z110","三棧","花蓮縣","秀林鄉","24.115568","121.605","680.0","2024-11-11 16:40:00","0","0","0","0","0","4","0.5","4","4.5"
"C1Z120","壽豐","花蓮縣","壽豐鄉","23.870853","121.50808","62.0","2024-11-11 16:40:00","0","0","0","0","0","1.5","1","1.5","1.5"
"C1Z130","銅門","花蓮縣","秀林鄉","23.965694","121.49284","187.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C1Z140","荖溪","花蓮縣","秀林鄉","23.890575","121.45964","950.0","2024-11-11 16:40:00","0","0","0.5","0.5","1","6","3.5","10","10"
"C0U890","三星","宜蘭縣","三星鄉","24.668121","121.653015","116.0","2024-11-11 16:40:00","0","0","0.5","1","2","4","3","10.5","19.5"
"C0U900","內城","宜蘭縣","員山鄉","24.718134","121.68766","63.0","2024-11-11 16:40:00","0","0","0","0.5","1","2","1.5","8.5","12.5"
"C0U860","頭城","宜蘭縣","頭城鎮","24.853233","121.830795","5.0","2024-11-11 16:40:00","0","0","0","0","1","1.5","1.5","1.5","4"
"C0Z150","吉安光華","花蓮縣","吉安鄉","23.930925","121.59515","27.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0.5","0.5"
"C0Z160","鳳林","花蓮縣","鳳林鎮","23.746115","121.45341","124.0","2024-11-11 16:40:00","0","0","0","0","0","1.5","1.5","1.5","1.5"
"C0Z170","卓溪","花蓮縣","卓溪鄉","23.344332","121.30286","216.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0U910","冬山","宜蘭縣","冬山鄉","24.633724","121.79369","17.0","2024-11-11 16:40:00","0","0","0","0","0.5","2.5","2.5","13","29.5"
"C1U920","思源","宜蘭縣","大同鄉","24.393126","121.34721","2085.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"C0Z190","富世","花蓮縣","秀林鄉","24.147432","121.6297","62.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"01AD90","覽勝橋","新北市","烏來區","24.862307","121.55138","108.0","2024-11-11 16:40:00","0","0","0","0","1","1","1","3","6"
"C0Z200","萬榮","花蓮縣","鳳林鎮","23.709219","121.420105","153.0","2024-11-11 16:40:00","0","0","0","0","0","1.5","1.5","1.5","1.5"
"C0Z270","蕃薯寮","花蓮縣","壽豐鄉","23.73835","121.54011","343.0","2024-11-11 16:40:00","0","0","0","0","0","1","1","4","7.5"
"C0F0C0","中坑","臺中市","和平區","24.248516","120.90332","983.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"A0A460","文化大學","臺北市","士林區","25.13605","121.53987","424.4","2024-11-11 16:40:00","0.2","0","0.2","0.6","5","6.8","6.8","6.8","8.6"
"C0AH80","深坑","新北市","深坑區","25.002703","121.62833","68.0","2024-11-11 16:40:00","0","0","0","1","7.5","8","8","8.5","16.5"
"C0E870","高鐵苗栗","苗栗縣","後龍鎮","24.60725","120.826096","34.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0K580","高鐵雲林","雲林縣","虎尾鎮","23.737455","120.417946","26.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"88U940","寒溪","宜蘭縣","大同鄉","24.609167","121.68694","175.0","2024-11-11 16:40:00","0.5","0","0.5","0.5","7","8.5","8.5","12.5","41"
"88K590","華山","雲林縣","古坑鄉","23.595278","120.59695","393.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"CAAH60","大安森林","臺北市","大安區","25.02955","121.53628","18.0","2024-11-11 16:40:00","0","0","2.5","3.5","3.5","3.5","3.5","0","-99"
"88T920","大興","花蓮縣","光復鄉","23.631945","121.39778","128.0","2024-11-11 16:40:00","0","0","0","0","0.5","3.5","3","3.5","3.5"
"C0U940","羅東","宜蘭縣","羅東鎮","24.681835","121.749344","25.0","2024-11-11 16:40:00","0","0","0","0","0","1.5","1.5","4.5","13.5"
"C0U950","鶯子嶺","宜蘭縣","頭城鎮","24.897535","121.79244","1012.0","2024-11-11 16:40:00","0","0","0","2","8","12","11.5","16.5","27"
"C0U960","翠峰湖","宜蘭縣","大同鄉","24.510857","121.60805","1885.0","2024-11-11 16:40:00","0","0","0","0","0","1.5","1","3","5.5"
"C0U970","大福","宜蘭縣","壯圍鄉","24.800636","121.81389","7.0","2024-11-11 16:40:00","0","0","0","0","0.5","0.5","0.5","0.5","1.5"
"C0U980","坪林石牌","宜蘭縣","頭城鎮","24.86478","121.773964","573.0","2024-11-11 16:40:00","0","0","0","0.5","2.5","3.5","3.5","8","12"
"C0U990","員山","宜蘭縣","員山鄉","24.74435","121.72247","31.0","2024-11-11 16:40:00","0","0","0","0","0","0.5","0.5","2","4"
"C0UA00","土場","宜蘭縣","大同鄉","24.576532","121.49533","392.0","2024-11-11 16:40:00","0","0","0","0","0.5","1.5","1","2","2.5"
"C0UA10","鴛鴦湖","宜蘭縣","大同鄉","24.59027","121.41223","1711.0","2024-11-11 16:40:00","0.5","0.5","1.5","2","5.5","9","8.5","11","14.5"
"C0Z210","瑞穗","花蓮縣","瑞穗鄉","23.5239","121.39021","126.0","2024-11-11 16:40:00","0","0","0","0","0","0.5","0.5","0.5","0.5"
"C0Z220","和平林道","花蓮縣","秀林鄉","24.343922","121.65632","589.0","2024-11-11 16:40:00","0","0","0","0","0","0.5","0.5","0.5","3.5"
"C0Z230","和平","花蓮縣","秀林鄉","24.307169","121.770065","31.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","19"
"C0Z250","瑞穗林道","花蓮縣","卓溪鄉","23.492842","121.306885","1124.0","2024-11-11 16:40:00","0","0","0","0","0.5","1","0.5","1","1.5"
"C0Z280","德武","花蓮縣","玉里鎮","23.474264","121.41071","224.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0Z290","赤柯山","花蓮縣","玉里鎮","23.368929","121.382935","946.0","2024-11-11 16:40:00","0","0","0","0","1","3.5","3.5","4.5","4.5"
"C0Z300","東里","花蓮縣","富里鄉","23.268528","121.305466","182.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0F0D0","審馬陣","臺中市","和平區","24.381676","121.4203","3171.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0.5"
"C0I530","小奇萊","南投縣","仁愛鄉","24.131763","121.295715","3014.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"C0C700","中壢","桃園市","中壢區","24.977661","121.25638","151.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","1","2"
"A0A010","臺灣大學","臺北市","大安區","25.014278","121.53941","17.0","2024-11-11 16:40:00","0","0","2","6.5","8","8","8","8.5","12.5"
"72S200","東改班鳩分場","臺東縣","卑南鄉","22.829529","121.0777","240.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72S590","東改賓朗果園","臺東縣","卑南鄉","22.813889","121.07128","290.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"82S580","茶改東部分場","臺東縣","鹿野鄉","22.907694","121.13014","175.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"U2H480","臺大溪頭","南投縣","鹿谷鄉","23.670305","120.798195","1150.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72G600","臺中農改","彰化縣","大村鄉","24.003029","120.534386","19.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72K220","南改斗南分場","雲林縣","斗南鎮","23.634556","120.47733","60.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72N100","臺南農改","臺南市","新化區","23.0605","120.34219","41.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72V140","高改旗南分場","高雄市","旗山區","22.85786","120.51667","44.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72Q010","高雄農改","屏東縣","長治鄉","22.709333","120.52589","45.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"B2E890","畜試北區分所","苗栗縣","西湖鄉","24.527805","120.77097","90.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"72C440","桃園農改","桃園市","新屋區","24.950945","121.03059","70.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","1.5"
"72D080","桃改五峰分場","新竹縣","五峰鄉","24.612194","121.157166","1048.0","2024-11-11 16:40:00","0","0","0","0","0","0.5","0.5","1","1"
"82C160","茶改場","桃園市","楊梅區","24.908472","121.18533","195.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","0","0"
"A2C560","農工中心","桃園市","中壢區","24.985916","121.23983","121.0","2024-11-11 16:40:00","0","0","0","0","0","0","0","1","2"
